signal_type,detected_at,lead_type,lead_key,person_name,person_linkedin_url,headline,company_name,company_linkedin_url,company_website,company_domain,source_url,evidence,metadata_json
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4342867885,,,,Snowflake,https://www.linkedin.com/company/snowflake-computing/,http://www.snowflake.com/,snowflake.com,https://linkedin.com/jobs/view/4342867885,Snowflake is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""outbound"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4342867885"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4428916973,,,,Lio (formerly askLio),https://www.linkedin.com/company/lio-ai/,http://lio.ai/,lio.ai,https://linkedin.com/jobs/view/4428916973,Lio (formerly askLio) is actively hiring a Sales Development Representative (all genders). The role indicates current investment in outbound or pipeline capacity.,"{""evidence_terms"": [""outbound"", ""lead generation"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4428916973"", ""job_title"": ""Sales Development Representative (all genders)"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T10:54:14.507991+00:00,company,job:4428903245,,,,"HRCap, Inc.",https://www.linkedin.com/company/hrcap-inc-/,http://www.hrcap.com/,hrcap.com,https://linkedin.com/jobs/view/4428903245,"HRCap, Inc. is actively hiring a Junior Business Development Representative. The role indicates current investment in outbound or pipeline capacity.","{""evidence_terms"": [""outbound"", ""prospecting"", ""lead generation"", ""crm"", ""hubspot"", ""salesforce""], ""intent_score"": 100, ""job_id"": ""4428903245"", ""job_title"": ""Junior Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4431720364,,,,RevPilots,https://www.linkedin.com/company/revpilots/,https://www.revpilots.com/,revpilots.com,https://linkedin.com/jobs/view/4431720364,RevPilots is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/revpilots/"", ""company_website"": ""https://www.revpilots.com/"", ""evidence_terms"": [""sales development""], ""intent_score"": 100, ""job_id"": ""4431720364"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4431180833,,,,Ultimate Technologies Group,https://www.linkedin.com/company/ultimatetechgroup/,https://www.ultimatetechnologiesgroup.com/,ultimatetechnologiesgroup.com,https://linkedin.com/jobs/view/4431180833,Ultimate Technologies Group is actively hiring a Senior Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/ultimatetechgroup/"", ""company_website"": ""https://www.ultimatetechnologiesgroup.com/"", ""evidence_terms"": [""outbound"", ""prospecting"", ""lead generation"", ""sales pipeline"", ""crm"", ""hubspot"", ""salesforce"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4431180833"", ""job_title"": ""Senior Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4431714063,,,,MedVision,https://www.linkedin.com/company/medvisiongroup/,http://www.medvisionsim.com/,medvisionsim.com,https://linkedin.com/jobs/view/4431714063,MedVision is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/medvisiongroup/"", ""company_website"": ""http://www.medvisionsim.com/"", ""evidence_terms"": [""lead generation"", ""salesforce"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4431714063"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4430552461,,,,DPA Auctions,https://www.linkedin.com/company/dpaauctions/,https://www.dpaauctions.com/sell/,dpaauctions.com,https://linkedin.com/jobs/view/4430552461,DPA Auctions is actively hiring a Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/dpaauctions/"", ""company_website"": ""https://www.dpaauctions.com/sell/"", ""evidence_terms"": [""outbound"", ""prospecting"", ""appointment setting"", ""sales pipeline"", ""crm"", ""qualified leads""], ""intent_score"": 100, ""job_id"": ""4430552461"", ""job_title"": ""Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4431721213,,,,"Solutionreach, Inc.",https://www.linkedin.com/company/solutionreach/,https://www.solutionreach.com/,solutionreach.com,https://linkedin.com/jobs/view/4431721213,"Solutionreach, Inc. is actively hiring an Enterprise Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.","{""company_linkedin_url"": ""https://www.linkedin.com/company/solutionreach/"", ""company_website"": ""https://www.solutionreach.com/"", ""evidence_terms"": [""outbound"", ""prospecting"", ""book meetings"", ""crm"", ""salesforce"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4431721213"", ""job_title"": ""Enterprise Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4341756134,,,,ZimVie,https://www.linkedin.com/company/zimvie/,http://www.zimvie.com/,zimvie.com,https://linkedin.com/jobs/view/4341756134,"ZimVie is actively hiring a Clinical Business Development Representative (Irvine, CA). The role indicates current investment in outbound or pipeline capacity.","{""company_linkedin_url"": ""https://www.linkedin.com/company/zimvie/"", ""company_website"": ""http://www.zimvie.com/"", ""evidence_terms"": [""crm""], ""intent_score"": 100, ""job_id"": ""4341756134"", ""job_title"": ""Clinical Business Development Representative (Irvine, CA)"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4368041445,,,,Vendition,https://www.linkedin.com/company/govendition/,https://vendition.com/,vendition.com,https://linkedin.com/jobs/view/4368041445,Vendition is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/govendition/"", ""company_website"": ""https://vendition.com/"", ""evidence_terms"": [""cold calling"", ""prospecting"", ""sales development""], ""intent_score"": 100, ""job_id"": ""4368041445"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4431718069,,,,Bucks Bama Blitz,https://www.linkedin.com/company/bucks-bama-blitz/,,,https://linkedin.com/jobs/view/4431718069,Bucks Bama Blitz is actively hiring a Sales Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/bucks-bama-blitz/"", ""company_website"": """", ""evidence_terms"": [""sales development""], ""intent_score"": 100, ""job_id"": ""4431718069"", ""job_title"": ""Sales Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4430533906,,,,InnoSource,https://www.linkedin.com/company/innosource/,http://www.innosource.com/,innosource.com,https://linkedin.com/jobs/view/4430533906,InnoSource is actively hiring a Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/innosource/"", ""company_website"": ""http://www.innosource.com/"", ""evidence_terms"": [""outbound"", ""prospecting"", ""crm""], ""intent_score"": 100, ""job_id"": ""4430533906"", ""job_title"": ""Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
pipeline_engine_hiring_intent,2026-06-22T14:11:26.306943+00:00,company,job:4291633466,,,,Siro,https://www.linkedin.com/company/siro-ai/,http://www.siro.ai/,siro.ai,https://linkedin.com/jobs/view/4291633466,Siro is actively hiring a Business Development Representative. The role indicates current investment in outbound or pipeline capacity.,"{""company_linkedin_url"": ""https://www.linkedin.com/company/siro-ai/"", ""company_website"": ""http://www.siro.ai/"", ""evidence_terms"": [""crm"", ""salesforce""], ""intent_score"": 100, ""job_id"": ""4291633466"", ""job_title"": ""Business Development Representative"", ""offer_angle"": ""Build the targeting, lead sourcing, sequences, follow-ups, CRM updates, attribution, and reporting around the outbound role."", ""role_family"": ""direct_outbound"", ""status"": ""opportunity_detected""}"
